ecommerce_products
id;name;description;price;currency;image_url;tags;category;subcategory;brand;stock;rating;review_count;common_queries
61261e6e-094f-4caa-af19-c1c8b2acd9db;Modern Orta Sehpa;Geniş tablalı, modern tasarımlı oturma odası orta sehpası.;449.9;TL;https://example.com/sehpa1.jpg;"[""orta_sehpa"", ""modern_sehpa"", ""salon_sehpasi"", ""genis_tabla""]";Mobilya;Sehpalar;ModernLine;15;4.7;234;"[""orta sehpa"", ""orta sehpa sehpa"", ""sehpalar sehpa"", ""orta sehpa modern sehpa""]"
430cff6d-8358-41e4-97b1-c5d0e3d17f33;Ahşap Kare Sehpa;Masif ahşaptan üretilmiş, klasik tasarımlı kare sehpa.;399.9;TL;https://example.com/sehpa2.jpg;"[""kare_sehpa"", ""ahsap_sehpa"", ""klasik_sehpa"", ""masif_ahsap""]";Mobilya;Sehpalar;WoodLife;20;4.8;167;"[""kare sehpa sehpa"", ""kare sehpa ahsap sehpa"", ""sehpalar sehpa"", ""kare sehpa""]"
c34accbf-55a4-4eed-b862-e18fada0a019;Cam Orta Sehpa;Temperli cam ve metal ayaklı modern orta sehpa.;549.9;TL;https://example.com/sehpa3.jpg;"[""orta_sehpa"", ""cam_sehpa"", ""metal_ayakli"", ""modern_tasarim""]";Mobilya;Sehpalar;GlassModern;10;4.6;145;"[""orta sehpa"", ""orta sehpa cam sehpa"", ""orta sehpa sehpa"", ""sehpalar sehpa""]"
22957cd6-a8da-4bed-8174-2f6ddfb40184;Yuvarlak Orta Sehpa;Modern tasarımlı, yuvarlak formlu orta sehpa.;479.9;TL;https://example.com/sehpa4.jpg;"[""yuvarlak_sehpa"", ""orta_sehpa"", ""modern_sehpa"", ""salon_sehpasi""]";Mobilya;Sehpalar;ModernLine;25;4.5;189;"[""orta sehpa"", ""sehpalar sehpa"", ""yuvarlak sehpa orta sehpa"", ""yuvarlak sehpa sehpa""]"
549e3e8b-c9a0-44c6-acb0-3e1fe3cce908;Endüstriyel Orta Sehpa;Metal ve ahşap kombinli endüstriyel tasarım orta sehpa.;529.9;TL;https://example.com/sehpa5.jpg;"[""endustriyel_sehpa"", ""metal_ahsap"", ""orta_sehpa"", ""modern_tasarim""]";Mobilya;Sehpalar;IndustrialDesign;15;4.7;156;"[""orta sehpa"", ""endustriyel sehpa metal ahsap"", ""endustriyel sehpa sehpa"", ""sehpalar sehpa""]"
b7a961a5-7f66-435c-b844-e45c0f4bb769;Modern Zigon Sehpa Seti;3'lü modern tasarımlı zigon sehpa seti.;599.9;TL;https://example.com/zigon1.jpg;"[""zigon_sehpa"", ""sehpa_seti"", ""modern_sehpa"", ""3lu_sehpa""]";Mobilya;Sehpalar;ModernLine;10;4.8;123;"[""zigon sehpa sehpa seti"", ""sehpalar seti"", ""zigon sehpa seti""]"
d5a15417-2988-4e7b-aed1-aa89633095c6;Ahşap Zigon Sehpa;Doğal ahşap kaplamalı 3'lü zigon sehpa takımı.;649.9;TL;https://example.com/zigon2.jpg;"[""zigon_sehpa"", ""ahsap_sehpa"", ""sehpa_takimi"", ""dogal_ahsap""]";Mobilya;Sehpalar;WoodLife;8;4.7;98;"[""zigon sehpa sehpa"", ""zigon sehpa"", ""zigon sehpa ahsap sehpa"", ""sehpalar sehpa""]"
eba6ef74-07d7-4a04-827c-397b432299ce;Modern Yemek Masası;6 kişilik, açılabilir modern yemek masası.;1299.9;TL;https://example.com/masa1.jpg;"[""yemek_masasi"", ""acilabilir_masa"", ""modern_masa"", ""6_kisilik""]";Mobilya;Masalar;ModernLine;5;4.9;87;"[""yemek masasi masası"", ""masalar masası"", ""yemek masası"", ""yemek masasi acilabilir masa""]"
23a72359-e42d-437b-b436-39eeaa1f5a1b;Şeffaf Silikon Mastik;Genel amaçlı, şeffaf silikon mastik. Su geçirmez özellikli.;49.9;TL;https://example.com/mastik1.jpg;"[""silikon_mastik"", ""seffaf_silikon"", ""su_gecirmez"", ""genel_amacli""]";Yapı Market;Yapı Kimyasalları;SealMaster;100;4.6;234;"[""silikon mastik"", ""silikon mastik mastik"", ""silikon mastik seffaf silikon"", ""yapı kimyasalları mastik""]"
2cf6b59b-0e11-4e29-9fef-a313a23c94c4;Beyaz Silikon Mastik;Banyo ve mutfak için özel formüllü beyaz silikon mastik.;54.9;TL;https://example.com/mastik2.jpg;"[""silikon_mastik"", ""beyaz_silikon"", ""banyo_silikonu"", ""mutfak_silikonu""]";Yapı Market;Yapı Kimyasalları;SealMaster;80;4.7;189;"[""silikon mastik"", ""silikon mastik mastik"", ""silikon mastik beyaz silikon"", ""yapı kimyasalları mastik""]"
2d994b82-1b2d-4a90-8aa9-896bed471365;Akvaryum Silikonu;Akvaryum için özel üretilmiş, yüksek mukavemetli silikon.;79.9;TL;https://example.com/mastik3.jpg;"[""silikon_mastik"", ""akvaryum_silikonu"", ""yuksek_mukavemet"", ""ozel_silikon""]";Yapı Market;Yapı Kimyasalları;AquaSeal;50;4.8;156;"[""yapı kimyasalları silikonu"", ""silikon mastik akvaryum silikonu"", ""silikonu"", ""silikon mastik silikonu""]"
aabdbf38-7696-4141-9bc5-2f892d8f854b;Pro Gaming Kulaklık;Profesyonel oyuncular için tasarlanmış kablolu gaming kulaklık.;699.9;TL;https://example.com/kulaklik1.jpg;"[""kablolu_kulaklik"", ""gaming_kulaklik"", ""profesyonel_kulaklik"", ""7_1_ses""]";Elektronik;Kulaklıklar;GamePro;30;4.8;456;"[""kablolu kulaklik gaming kulaklik"", ""kulaklıklar kulaklık"", ""gaming kulaklık"", ""kablolu kulaklik kulaklık""]"
a23049b3-9fe5-4d82-9355-f1c3f9c7a612;Stüdyo Referans Kulaklık;Profesyonel stüdyo kullanımı için referans kulaklık.;1299.9;TL;https://example.com/kulaklik2.jpg;"[""kablolu_kulaklik"", ""studyo_kulaklik"", ""referans_kulaklik"", ""profesyonel""]";Elektronik;Kulaklıklar;StudioPro;15;4.9;234;"[""kablolu kulaklik studyo kulaklik"", ""kablolu kulaklik kulaklık"", ""kulaklıklar kulaklık"", ""referans kulaklık""]"
660f83d6-b3f8-4b2e-8c1e-7ccf0a2868bf;Premium Bluetooth Kulaklık;Aktif gürültü önleme özellikli premium bluetooth kulaklık.;899.9;TL;https://example.com/kulaklik3.jpg;"[""bluetooth_kulaklik"", ""kablosuz_kulaklik"", ""gurultu_onleme"", ""premium""]";Elektronik;Kulaklıklar;SoundMaster;25;4.7;345;"[""kulaklıklar kulaklık"", ""bluetooth kulaklik kulaklık"", ""bluetooth kulaklık"", ""bluetooth kulaklik kablosuz kulaklik""]"
7bd91962-59f6-4a5b-802b-f75bc797c3d0;Sport Bluetooth Kulaklık;Ter ve su dirençli spor bluetooth kulaklık.;449.9;TL;https://example.com/kulaklik4.jpg;"[""bluetooth_kulaklik"", ""spor_kulaklik"", ""su_direncli"", ""kablosuz""]";Elektronik;Kulaklıklar;SportSound;40;4.6;289;"[""kulaklıklar kulaklık"", ""bluetooth kulaklik kulaklık"", ""bluetooth kulaklik spor kulaklik"", ""bluetooth kulaklık""]"
a6d2c78e-243b-4234-a617-96d4ff31bdff;Mini TWS Bluetooth Kulaklık;Kompakt tasarımlı, şarj kutulu gerçek kablosuz kulaklık.;349.9;TL;https://example.com/kulaklik5.jpg;"[""bluetooth_kulaklik"", ""tws_kulaklik"", ""kablosuz_kulaklik"", ""kompakt""]";Elektronik;Kulaklıklar;TechSound;50;4.5;412;"[""bluetooth kulaklik kulaklık"", ""kulaklıklar kulaklık"", ""tws bluetooth kulaklık"", ""bluetooth kulaklik tws kulaklik""]"
5bd69dc6-7e39-4231-849c-e0a523e4ef5a;Kemik İletimli Spor Kulaklık;Sporculara özel tasarlanmış kemik iletim teknolojili kulaklık.;799.9;TL;https://example.com/kulaklik6.jpg;"[""kemik_iletimli"", ""spor_kulaklik"", ""bluetooth_kulaklik"", ""ozel_tasarim""]";Elektronik;Kulaklıklar;BoneTech;20;4.7;167;"[""kulaklıklar kulaklık"", ""kemik iletimli kulaklık"", ""kemik iletimli spor kulaklik"", ""i̇letimli spor kulaklık""]"
ce1d33c2-5b2f-483d-878e-a67fc4094044;Kemik İletimli Yüzücü Kulaklık;Su altında kullanılabilen, yüzücüler için özel kemik iletimli kulaklık.;899.9;TL;https://example.com/kulaklik7.jpg;"[""kemik_iletimli"", ""su_gecirmez"", ""yuzucu_kulaklik"", ""ozel_tasarim""]";Elektronik;Kulaklıklar;SwimSound;15;4.8;134;"[""i̇letimli yüzücü kulaklık"", ""kulaklıklar kulaklık"", ""kemik iletimli kulaklık"", ""kemik iletimli su gecirmez""]"
3c0633f2-1e10-4d8b-86c7-521bdac81866;Pro Derz Kalemi - Beyaz;Seramik ve fayans derzlerini anında yenileyen beyaz derz kalemi. Suya ve deterjana dayanıklı.;59.9;TL;https://example.com/derz1.jpg;"[""derz_kalemi"", ""beyaz_derz"", ""tamir"", ""su_gecirmez""]";Yapı Market;Yapı Kimyasalları;GroutMaster;120;4.7;60;"[""yapı kimyasalları kalemi"", ""derz kalemi beyaz derz"", ""derz kalemi"", ""derz kalemi kalemi""]"
7da6b547-9eee-44d7-acfc-39edc75d5f5e;Ultra Derz Tamir Kalemi - Gri;Açık gri renkli, ince uçlu ultra derz tamir kalemi. Küf ve sararma önleyici formül.;64.9;TL;https://example.com/derz2.jpg;"[""derz_kalemi"", ""gri_derz"", ""kuf_onleyici"", ""tamir""]";Yapı Market;Yapı Kimyasalları;TileFix;85;4.6;180;"[""yapı kimyasalları kalemi"", ""derz tamir kalemi"", ""derz kalemi gri derz"", ""derz kalemi kalemi""]"
225fd8eb-a760-4146-997d-c96d9591bbf5;Premium Derz Boya Kalemi - Antrasit;Yoğun pigmentli antrasit derz boya kalemi. 50 metreye kadar kullanım ömrü.;69.9;TL;https://example.com/derz3.jpg;"[""derz_kalemi"", ""antrasit_derz"", ""boya_kalemi""]";Yapı Market;Yapı Kimyasalları;PenSeal;60;4.9;410;"[""derz kalemi antrasit derz"", ""derz kalemi kalemi"", ""yapı kimyasalları kalemi"", ""derz boya kalemi""]"
28ae85ba-e54e-4e62-bd87-9a823f8441a3;Hi-Fi Ipli Kulaklık;Yüksek çözünürlüklü ses veren, örgü kablolu kulak içi kulaklık. 3.5mm jack.;179.9;TL;https://example.com/ipli1.jpg;"[""ipli_kulaklik"", ""wired_earphone"", ""hifi"", ""orgu_kablo""]";Elektronik;Kulaklıklar;WireTune;45;4.9;75;"[""ipli kulaklik hi"", ""hi"", ""ipli kulaklik wired earphone"", ""kulaklıklar hi""]"
476e3956-9099-4f20-9d7a-20d58aeb9971;Bass Boost İpli Kulaklık;Derin bas performansı için optimize edilmiş silikon uçlu ipli kulaklık.;129.9;TL;https://example.com/ipli2.jpg;"[""ipli_kulaklik"", ""bass"", ""wired"", ""kulak_ici""]";Elektronik;Kulaklıklar;BassLine;70;4.5;338;"[""boost i̇pli kulaklık"", ""kulaklıklar kulaklık"", ""ipli kulaklik kulaklık"", ""ipli kulaklik bass""]"
de1ba419-9575-4c6f-9873-30d8ced55e66;NoiseCancel Bluetooth Kulaklık;Aktif gürültü engellemeli, 40 saat pil ömürlü Bluetooth kulak üstü kulaklık.;1049.9;TL;https://example.com/bt1.jpg;"[""bluetooth_kulaklik"", ""noise_cancel"", ""kulak_ustu""]";Elektronik;Kulaklıklar;QuietSound;35;4.7;466;"[""kulaklıklar kulaklık"", ""bluetooth kulaklik noise cancel"", ""bluetooth kulaklik kulaklık"", ""noisecancel bluetooth kulaklık""]"
3b3ecea4-a315-40a5-9cfe-1a2c84c11ba4;Pocket TWS Bluetooth Kulaklık;Kompakt cep boyu TWS kulaklık. 24 saat şarj kutusu ile.;379.9;TL;https://example.com/bt2.jpg;"[""tws"", ""bluetooth_kulaklik"", ""kompakt""]";Elektronik;Kulaklıklar;PocketBeats;90;4.6;442;"[""kulaklıklar kulaklık"", ""tws bluetooth kulaklik"", ""tws bluetooth kulaklık"", ""tws kulaklık""]"
1d5d3ece-829d-4a41-b0fc-96c6bf5754c7;Audiophile BT Kulaklık;24 bit yüksek çözünürlük desteği sunan aptX Adaptive Bluetooth kulak üstü kulaklık.;1599.9;TL;https://example.com/bt3.jpg;"[""bluetooth_kulaklik"", ""aptx"", ""hi_res""]";Elektronik;Kulaklıklar;HiResAudio;20;4.5;306;"[""kulaklıklar kulaklık"", ""bt kulaklık"", ""bluetooth kulaklik kulaklık"", ""bluetooth kulaklik aptx""]"
a358dd99-c2f3-4024-aaeb-161bbed32f1a;Runner Sport Kulaklık;Ter ve suya dayanıklı, kulak kancalı Bluetooth spor kulaklık.;529.9;TL;https://example.com/sport1.jpg;"[""spor_kulaklik"", ""bluetooth_kulaklik"", ""su_direncli""]";Elektronik;Kulaklıklar;FitSound;60;4.5;421;"[""spor kulaklik kulaklık"", ""spor kulaklik bluetooth kulaklik"", ""sport kulaklık"", ""kulaklıklar kulaklık""]"
8aa1d110-ecce-4520-84b4-ef54e6574744;Open-Ear Sport Kulaklık;Açık kulak tasarımlı, kemik iletimli Bluetooth spor kulaklık. Şarjlı manyetik dock.;849.9;TL;https://example.com/sport2.jpg;"[""kemik_iletimli"", ""spor_kulaklik"", ""open_ear""]";Elektronik;Kulaklıklar;AirVibe;25;4.9;496;"[""kulaklıklar open"", ""kemik iletimli open"", ""open"", ""kemik iletimli spor kulaklik""]"
43e7e816-5bfb-41f3-a6e3-bdcd462521e4;RGB 7.1 Gaming Kulaklık;RGB aydınlatmalı sanal 7.1 surround gaming kulaklık, çıkarılabilir mikrofon.;779.9;TL;https://example.com/gaming1.jpg;"[""gaming_kulaklik"", ""rgb"", ""7_1_ses""]";Elektronik;Kulaklıklar;GameX;40;4.6;259;"[""kulaklıklar kulaklık"", ""gaming kulaklik rgb"", ""gaming kulaklik kulaklık"", ""rgb 7.1 gaming kulaklık""]"
b067978a-3f88-452a-8c90-5002d2d651e5;Lightweight Esports Kulaklık;225g ultra hafif, turnuva seviye e-spor kulaklığı.;699.9;TL;https://example.com/gaming2.jpg;"[""gaming_kulaklik"", ""esports"", ""hafif""]";Elektronik;Kulaklıklar;ProPlay;30;4.7;288;"[""kulaklıklar kulaklık"", ""gaming kulaklik esports"", ""esports kulaklık"", ""gaming kulaklik kulaklık""]"
2d9cd74c-a533-4c08-b86c-a52345bcf328;Wireless Gaming Kulaklık;Düşük gecikmeli kablosuz bağlantılı gaming kulaklık, 30 saat pil.;1099.9;TL;https://example.com/gaming3.jpg;"[""gaming_kulaklik"", ""kablosuz"", ""low_latency""]";Elektronik;Kulaklıklar;LagFree;25;4.8;419;"[""kulaklıklar kulaklık"", ""gaming kulaklık"", ""gaming kulaklik kulaklık"", ""gaming kulaklik kablosuz""]"
28e9cc29-be74-4c62-9f06-eb722217a4ad;Mini USB Şarjlı El Fanı;3 kademeli hız ayarı, USB şarjlı taşınabilir el fanı.;159.9;TL;https://example.com/fan1.jpg;"[""el_fani"", ""usb_sarj"", ""tasınabilir_fan""]";Ev & Yaşam;Kişisel Fanlar;BreezeMini;100;4.9;278;"[""el fani fanı"", ""el fani usb sarj"", ""kişisel fanlar fanı"", ""usb şarjlı el fanı""]"
4f4c0365-6b39-4df8-b9a6-4b613709a54b;Katlanabilir Masa & El Fanı;Hem masa üstü hem elde kullanılabilir katlanabilir mini fan. Type-C şarj.;199.9;TL;https://example.com/fan2.jpg;"[""el_fani"", ""katlanabilir"", ""typec_sarj""]";Ev & Yaşam;Kişisel Fanlar;FlexFan;80;4.8;392;"[""kişisel fanlar fanı"", ""masa & el fanı"", ""el fani katlanabilir"", ""el fani fanı""]"
be3d82e8-85e5-404d-91e6-b5af52eaabf8;Spiral Doğrayıcı;Sebzeleri spiral şekilde kesen çok fonksiyonlu mutfak doğrayıcısı.;229.9;TL;https://example.com/spiral_dogr.jpg;"[""spiral_dograyici"", ""sebze_spiral"", ""mutfak_gereci""]";Mutfak;Mutfak Gereçleri;VeggieTwist;75;4.6;169;"[""doğrayıcı"", ""spiral dograyici sebze spiral"", ""mutfak gereçleri doğrayıcı"", ""spiral dograyici doğrayıcı""]"
550b6c83-973b-4d63-aecf-42a9ceaf7402;Alyan Anahtarı Seti (9 Parça);Krom vanadyum çelikten, metrik ölçülü 9 parçalı alyan anahtarı seti.;119.9;TL;https://example.com/alyan.jpg;"[""alyan_anahtari"", ""hex_key"", ""el_aletleri""]";Yapı Market;El Aletleri;ToolPro;120;4.5;187;"[""alyan anahtari hex key"", ""alyan anahtari parça)"", ""anahtarı seti (9 parça)"", ""el aletleri parça)""]"
ba834094-97d8-42ac-a1e1-13b229b027b6;30 cm Su Terazisi;3 gözlü, manyetik tabanlı profesyonel su terazisi.;89.9;TL;https://example.com/su_terazisi.jpg;"[""su_terazisi"", ""level"", ""olcum_aleti""]";Yapı Market;Ölçüm Aletleri;LevelMaster;95;4.5;58;"[""30 cm su terazisi"", ""su terazisi level"", ""ölçüm aletleri terazisi"", ""su terazisi terazisi""]"
639c8c48-a7da-4f1a-90f9-ca2004c4e6cc;Doğal Ponza Taşı;Ayak derisini nazikçe soyan doğal volkanik ponza taşı.;49.9;TL;https://example.com/ponza.jpg;"[""ponza_tasi"", ""ayak_bakimi"", ""cilt_peeling""]";Kişisel Bakım;Ayak Bakımı;PureStone;150;4.8;158;"[""ponza taşı"", ""ponza tasi ayak bakimi"", ""ponza tasi taşı"", ""ayak bakımı taşı""]"
5c0ff1e6-cbf2-465d-9c45-68663c462746;Paslanmaz Çelik Kütikül İtici;Çift uçlu paslanmaz kütikül itici & temizleyici manikür aleti.;39.9;TL;https://example.com/kutikul.jpg;"[""kutikul_itici"", ""manikur"", ""pedikur""]";Kişisel Bakım;Manikür & Pedikür;NailCare;200;4.5;148;"[""kutikul itici manikur"", ""çelik kütikül i̇tici"", ""manikür & pedikür i̇tici"", ""kutikul itici i̇tici""]"
aed4040e-0d3e-44d6-bb57-28dfb0010fe2;Silikon Kapı Stoperi (2'li);Zemini çizmeden kapıyı sabitleyen yapışkanlı silikon kapı stoperi seti.;34.9;TL;https://example.com/stoper.jpg;"[""kapi_stoperi"", ""silikon_stoper"", ""ev_aksesuar""]";Ev & Yaşam;Kapı Donanımları;HomeGuard;180;4.7;79;"[""kapi stoperi (2'li)"", ""kapi stoperi silikon stoper"", ""kapı stoperi (2'li)"", ""kapı donanımları (2'li)""]"
5f6f7fa0-e434-40d1-9da5-8dd135a914ee;El Yapımı Makrome Saksılık;100% pamuk ipten el yapımı makrome saksı askısı, 90 cm.;139.9;TL;https://example.com/makrome.jpg;"[""makrome_saksilik"", ""bitki_askisi"", ""dekorasyon""]";Ev & Yaşam;Dekorasyon;BohoKnot;60;4.7;217;"[""yapımı makrome saksılık"", ""dekorasyon saksılık"", ""makrome saksilik bitki askisi"", ""makrome saksilik saksılık""]"
3ba06867-5947-4604-85c9-50d6f6ecd1ee;Silikon Lavabo Tıpası;Evrensel boyutlu, su kaçağını önleyen esnek silikon lavabo tıpası.;24.9;TL;https://example.com/tipasi.jpg;"[""lavabo_tipasi"", ""banyo_aksesuar"", ""su_gecirmez""]";Ev & Yaşam;Banyo Aksesuarları;AquaStop;250;4.6;36;"[""banyo aksesuarları tıpası"", ""lavabo tipasi tıpası"", ""lavabo tıpası"", ""lavabo tipasi banyo aksesuar""]"
fec8add0-8bdc-466c-a370-feee84d24bf8;Kaydırmaz Halı Altlığı;150x100 cm ölçülü, kesilebilir PVC halı kaydırmaz altlık.;89.9;TL;https://example.com/kaydirmaz.jpg;"[""hali_kaydirmaz"", ""zemin_aksesuar"", ""kaymaz_altlik""]";Ev & Yaşam;Zemin Aksesuarları;GripMat;140;4.8;157;"[""hali kaydirmaz zemin aksesuar"", ""hali kaydirmaz altlığı"", ""zemin aksesuarları altlığı"", ""halı altlığı""]"
530cc468-3db1-4559-9c5b-890c996551cc;Bambu Nihale;Isıya dayanıklı, ekolojik bambu nihale. 20 cm çap.;54.9;TL;https://example.com/nihale.jpg;"[""nihale"", ""mutfak_gereci"", ""bambu""]";Mutfak;Mutfak Gereçleri;EcoCook;180;4.7;186;"[""nihale"", ""nihale nihale"", ""nihale mutfak gereci"", ""mutfak gereçleri nihale""]"
2a1930f9-8ef5-45b0-8cf3-a3a72328dbc1;Profesyonel Kargaburun Pense;Karbon çelik, 160 mm uzunluğunda profesyonel kargaburun pense.;119.9;TL;https://example.com/kargaburun.jpg;"[""kargaburun"", ""el_aleti"", ""pense""]";Yapı Market;El Aletleri;ToolPro;110;4.8;257;"[""kargaburun pense"", ""el aletleri pense"", ""kargaburun el aleti""]"
a2438fc3-71be-48ad-8ace-ff907a29b723;Saksı Damlama Sulama Aparatı (6'lı Set);Pet şişe uyumlu, ayarlanabilir akışlı damlama sulama aparatı.;64.9;TL;https://example.com/damlama.jpg;"[""sulama_aparati"", ""damlama_sistemi"", ""bitki_bakimi""]";Ev & Yaşam;Bahçe & Saksı;PlantDrip;90;4.8;217;"[""sulama aparati set)"", ""bahçe & saksı set)"", ""damlama sulama aparatı (6'lı set)"", ""sulama aparati damlama sistemi""]"
